,HOUR,UNITDESC,PARKING_SPACE,OCCUPANCY
4887,11,TERRY AVE N BETWEEN JOHN ST AND THOMAS ST,8.75,0.8928571428571428
4888,11,TERRY AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,24.0,0.9800000000000001
4889,11,TERRY AVE N BETWEEN THOMAS ST AND HARRISON ST,14.0,0.6261363636363637
4890,11,THOMAS ST BETWEEN 5TH AVE N AND TAYLOR AVE N,10.0,1.0
4891,11,THOMAS ST BETWEEN 6TH AVE N AND AURORA AVE N,4.2,0.5
4892,11,THOMAS ST BETWEEN 8TH AVE N AND 9TH AVE N,8.2,0.9666666666666668
4893,11,THOMAS ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,14.75,0.8928571428571428
4894,11,THOMAS ST BETWEEN AURORA AVE N AND DEXTER AVE N,10.5,0.7833333333333333
4895,11,THOMAS ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,3.6666666666666665,1.0
4896,11,THOMAS ST BETWEEN DEXTER AVE N AND 8TH AVE N,13.0,0.9288461538461539
4897,11,THOMAS ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,13.0,0.9833333333333334
4898,11,THOMAS ST BETWEEN MINOR AVE N AND PONTIUS AVE N,19.4,0.907843137254902
4899,11,THOMAS ST BETWEEN PONTIUS AVE N AND YALE AVE N,19.8,0.8445906432748538
4900,11,THOMAS ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,3.5,0.8333333333333331
4901,11,THOMAS ST BETWEEN TAYLOR AVE N AND 6TH AVE N,18.8,0.7029239766081872
4902,11,THOMAS ST BETWEEN TERRY AVE N AND BOREN AVE N,17.6,0.9425641025641026
4903,11,THOMAS ST BETWEEN WARREN AVE N AND 2ND AVE N,19.0,0.9176470588235294
4904,11,THOMAS ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,2.3333333333333335,0.8888888888888888
4905,11,THOMAS ST BETWEEN YALE AVE N AND EASTLAKE AVE E,3.6666666666666665,0.4166666666666667
4906,11,UNION ST BETWEEN 1ST AVE AND 2ND AVE,4.0,0.0
4907,11,UNION ST BETWEEN 2ND AVE AND 3RD AVE,4.4,0.6833333333333333
4908,11,UNION ST BETWEEN 3RD AVE AND 4TH AVE,7.25,0.85
4909,11,UNION ST BETWEEN 4TH AVE AND 5TH AVE,3.0,0.8
4910,11,UNION ST BETWEEN 5TH AVE AND 6TH AVE,3.6,0.8
4911,11,UNION ST BETWEEN 6TH AVE AND 7TH AVE,11.25,0.8888888888888888
4912,11,UNION ST BETWEEN BOREN AVE AND MINOR AVE,7.0,1.0
4913,11,UNION ST BETWEEN TERRY AVE AND BOREN AVE,8.0,1.0
4914,11,UNION ST BETWEEN WESTERN AVE AND POST AL,3.0,1.0
4915,11,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,15.5,0.925
4916,11,UNIVERSITY ST BETWEEN 2ND AVE AND 3RD AVE,3.5,0.5
4917,11,UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,8.75,0.9285714285714286
4918,11,UNIVERSITY ST BETWEEN 4TH AVE AND 5TH AVE,10.6,0.6828282828282829
4919,11,UNIVERSITY ST BETWEEN 5TH AVE AND 6TH AVE,3.8,0.55
4920,11,UNIVERSITY ST BETWEEN 9TH AVE AND TERRY AVE,13.2,0.909090909090909
4921,11,UNIVERSITY ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,4.0,0.8333333333333333
4922,11,UNIVERSITY ST BETWEEN BOREN AVE AND MINOR AVE,12.0,0.9800000000000001
4923,11,UNIVERSITY ST BETWEEN MINOR AVE AND SUMMIT AVE,21.6,0.9
4924,11,UNIVERSITY ST BETWEEN SUMMIT AVE AND BOYLSTON W AVE,20.25,0.9078947368421053
4925,11,UNIVERSITY ST BETWEEN TERRY AVE AND BOREN AVE,15.6,1.0
4926,11,UNIVERSITY WAY NE BETWEEN NE 40TH ST AND NE CAMPUS EB PY,10.0,0.9375
4927,11,UNIVERSITY WAY NE BETWEEN NE 41ST ST AND NE 42ND ST,21.4,0.8882352941176471
4928,11,UNIVERSITY WAY NE BETWEEN NE 42ND ST AND NE 43RD ST,24.4,0.9141304347826086
4929,11,UNIVERSITY WAY NE BETWEEN NE 43RD ST AND NE 45TH ST,20.5,0.8434873949579831
4930,11,UNIVERSITY WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,35.4,0.7466666666666667
4931,11,UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,33.0,0.5902857142857142
4932,11,UNIVERSITY WAY NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,14.75,0.9772727272727273
4933,11,UNIVERSITY WAY NE BETWEEN NE PACIFIC ST AND NE 40TH ST,35.333333333333336,0.923076923076923
4934,11,UTAH AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,43.0,0.9069767441860465
4935,11,UTAH AVE S BETWEEN S HOLGATE ST AND S WALKER ST,135.0,0.9333333333333333
4936,11,UTAH AVE S BETWEEN S LANDER ST AND S FOREST ST,23.0,1.0
4937,11,UTAH AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,115.0,0.991304347826087
4938,11,UTAH AVE S BETWEEN S WALKER ST AND S STACY ST,86.0,0.9767441860465116
4939,11,VALLEY ST BETWEEN 5TH AVE N AND TAYLOR AVE N,5.0,1.0
4940,11,VALLEY ST BETWEEN 6TH AVE N AND AURORA AVE N,7.5,1.0
4941,11,VALLEY ST BETWEEN AURORA AVE N AND DEXTER AVE N,11.0,0.6818181818181819
4942,11,VALLEY ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,14.666666666666666,0.9090909090909092
4943,11,VALLEY ST BETWEEN BROAD ST AND TERRY AVE N,8.0,1.0
4944,11,VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,21.8,0.9277777777777777
4945,11,VALLEY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,25.75,0.924712643678161
4946,11,VALLEY ST BETWEEN MINOR AVE N AND YALE AVE N,30.0,0.8833333333333334
4947,11,VALLEY ST BETWEEN TAYLOR AVE N AND 6TH AVE N,9.5,1.0
4948,11,VALLEY ST BETWEEN TERRY AVE N AND LAKE UNION PARK ACCESS RD,6.666666666666667,1.0
4949,11,VALLEY ST BETWEEN YALE AVE N AND DEAD END,10.0,0.875
4950,11,VINE ST BETWEEN 1ST AVE AND 2ND AVE,16.8,0.9142857142857143
4951,11,VINE ST BETWEEN 2ND AVE AND 3RD AVE,15.0,0.8149038461538461
4952,11,VINE ST BETWEEN 3RD AVE AND 4TH AVE,23.8,0.97
4953,11,VINE ST BETWEEN 4TH AVE AND 5TH AVE,15.2,0.9525641025641025
4954,11,VINE ST BETWEEN ELLIOTT AVE AND WESTERN AVE,7.0,0.7142857142857143
4955,11,VINE ST BETWEEN WESTERN AVE AND 1ST AVE,13.2,0.8727272727272727
4956,11,VIRGINIA ST BETWEEN 1ST AVE AND 2ND AVE,9.6,0.925
4957,11,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE,6.75,1.0
4958,11,VIRGINIA ST BETWEEN 3RD AVE AND 4TH AVE,10.8,0.8444444444444443
4959,11,VIRGINIA ST BETWEEN 4TH AVE AND 5TH AVE,12.0,0.8727272727272727
4960,11,VIRGINIA ST BETWEEN 5TH AVE AND 6TH AVE,9.0,1.0
4961,11,VIRGINIA ST BETWEEN 7TH AVE AND 8TH AVE,3.75,0.6666666666666666
4962,11,VIRGINIA ST BETWEEN 9TH AVE AND TERRY AVE,3.8,0.6166666666666667
4963,11,VIRGINIA ST BETWEEN BOREN AVE AND MINOR AVE,16.0,1.0
4964,11,VIRGINIA ST BETWEEN PIKE PL AND POST AL,3.6,1.0
4965,11,VIRGINIA ST BETWEEN POST AL AND 1ST AVE,10.8,0.9111111111111111
4966,11,VIRGINIA ST BETWEEN TERRY AVE AND FAIRVIEW AVE,4.8,1.0
4967,11,W HARRISON ST BETWEEN 1ST AVE W AND 2ND AVE W,7.0,1.0
4968,11,W HARRISON ST BETWEEN 2ND AVE W AND 3RD AVE W,15.0,1.0
4969,11,W HARRISON ST BETWEEN 3RD AVE W AND 4TH AVE W,16.0,0.9705882352941176
4970,11,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,18.25,0.6551995798319328
4971,11,W JOHN ST BETWEEN 1ST AVE W AND 2ND AVE W,5.5,0.875
4972,11,W JOHN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,9.0,0.8740740740740741
4973,11,W MERCER ST BETWEEN 1ST AVE W AND 2ND AVE W,20.0,0.6238425925925926
4974,11,W MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,8.833333333333334,0.7319444444444444
4975,11,W REPUBLICAN ST BETWEEN 1ST AVE W AND 2ND AVE W,10.5,0.9444444444444443
4976,11,W REPUBLICAN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,18.666666666666668,0.7083333333333334
4977,11,W ROY ST BETWEEN 1ST AVE W AND 2ND AVE W,6.4,0.85
4978,11,W ROY ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,7.2,0.7666666666666666
4979,11,W THOMAS ST BETWEEN 1ST AVE W AND 2ND AVE W,9.0,1.0
4980,11,W THOMAS ST BETWEEN 2ND AVE W AND 3RD AVE W,15.0,1.0
4981,11,WALL ST BETWEEN 1ST AVE AND 2ND AVE,18.8,0.8130718954248366
4982,11,WALL ST BETWEEN 2ND AVE AND 3RD AVE,11.75,0.6590909090909091
4983,11,WALL ST BETWEEN 3RD AVE AND 4TH AVE,11.25,0.7222222222222222
4984,11,WALL ST BETWEEN 4TH AVE AND 5TH AVE,16.8,0.8714285714285716
4985,11,WALL ST BETWEEN 6TH AVE AND DENNY WAY,2.0,0.75
4986,11,WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,10.0,0.6799999999999999
4987,11,WALL ST BETWEEN WESTERN AVE AND 1ST AVE,15.6,0.7538461538461538
4988,11,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,15.0,0.6743589743589744
4989,11,WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,31.166666666666668,0.6570370370370371
4990,11,WARREN AVE N BETWEEN MERCER ST AND ROY ST,3.0,0.6944444444444443
4991,11,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,22.666666666666668,0.8960113960113961
4992,11,WARREN PL BETWEEN 1ST AVE AND DENNY WAY,11.25,0.675
4993,11,WESTERN AVE BETWEEN BATTERY ST AND WALL ST,21.6,0.7666666666666666
4994,11,WESTERN AVE BETWEEN BELL ST AND BATTERY ST,10.0,0.5
4995,11,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,22.5,0.5277777777777778
4996,11,WESTERN AVE BETWEEN CEDAR ST AND CLAY ST,16.2,0.6733333333333335
4997,11,WESTERN AVE BETWEEN CLAY ST AND BROAD ST,12.0,0.54
4998,11,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,14.833333333333334,0.831002331002331
4999,11,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,30.0,0.9583333333333333
5000,11,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,13.0,0.7666666666666666
5001,11,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,14.333333333333334,0.7916666666666666
5002,11,WESTERN AVE BETWEEN MARION ST AND MADISON ST,7.666666666666667,0.861111111111111
5003,11,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,12.833333333333334,0.6805555555555555
5004,11,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,17.5,0.6666666666666666
5005,11,WESTERN AVE BETWEEN UNION ST AND PIKE ST,17.666666666666668,0.7844551282051282
5006,11,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,17.8,0.4488888888888889
5007,11,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,16.4,0.7529411764705882
5008,11,WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,14.0,0.96875
5009,11,WESTERN AVE BETWEEN WALL ST AND VINE ST,16.0,0.7654901960784313
5010,11,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,16.5,0.8817401960784313
5011,11,WESTERN AVE W BETWEEN 1ST AVE W AND 2ND AVE W,7.0,0.0
5012,11,WESTLAKE AVE BETWEEN 6TH AVE AND VIRGINIA ST,16.8,0.8142857142857143
5013,11,WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE,19.6,0.9529411764705882
5015,11,WESTLAKE AVE BETWEEN LENORA ST AND BLANCHARD ST,14.666666666666666,0.9629629629629629
5016,11,WESTLAKE AVE N BETWEEN DENNY WAY AND JOHN ST,5.75,0.7999999999999999
5017,11,WESTLAKE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,11.2,0.9199999999999999
5018,11,WESTLAKE AVE N BETWEEN JOHN ST AND THOMAS ST,24.4,1.0
5019,11,WESTLAKE AVE N BETWEEN THOMAS ST AND HARRISON ST,13.6,0.9411764705882353
5020,11,WESTLAKE EAST RDWY AVE N BETWEEN ALOHA ST AND WESTLAKE SHORE RDWY AVE N,64.5,0.9727055352055353
5021,11,WESTLAKE EAST RDWY AVE N BETWEEN BLAINE ST AND HOWE ST,43.25,0.9605263157894737
5022,11,WESTLAKE EAST RDWY AVE N BETWEEN COMSTOCK ST AND GALER ST,108.75,0.9146785533865067
5023,11,WESTLAKE EAST RDWY AVE N BETWEEN CROCKETT ST AND MCGRAW ST,99.75,0.5802371107249157
5024,11,WESTLAKE EAST RDWY AVE N BETWEEN GALER ST AND WESTLAKE SHORE RDWY 1 AVE N,61.5,0.8987508571604681
5025,11,WESTLAKE EAST RDWY AVE N BETWEEN HALLADAY ST AND NEWELL ST,370.0,0.5783783783783784
5026,11,WESTLAKE EAST RDWY AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,61.75,0.9944444444444445
5027,11,WESTLAKE EAST RDWY AVE N BETWEEN HOWE ST AND NEWTON ST,106.75,0.8325155030258318
5028,11,WESTLAKE EAST RDWY AVE N BETWEEN MCGRAW ST AND HALLADAY ST,255.0,0.9108539765319426
5029,11,WESTLAKE EAST RDWY AVE N BETWEEN NEWELL ST AND SHIP CANAL TRL,136.0,0.5147058823529411
5030,11,WESTLAKE EAST RDWY AVE N BETWEEN NEWTON ST AND WESTLAKE SHORE RDWY 3 AVE N,44.0,0.8115131578947369
5031,11,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 1 AVE N AND WESTLAKE SHORE RDWY 2 AVE N,46.0,0.9342105263157895
5032,11,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 2 AVE N AND BLAINE ST,30.75,0.9713541666666667
5033,11,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 3 AVE N AND CROCKETT ST,65.75,0.7086309523809524
5034,11,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY AVE N AND HIGHLAND DR,84.0,0.8247344771241831
5039,11,WOODLAWN AVE NE BETWEEN 2ND S AVE NE AND 4TH S AVE NE,12.666666666666666,0.9027777777777778
5040,11,WOODLAWN AVE NE BETWEEN 4TH S AVE NE AND 5TH AVE NE,18.0,0.8333333333333333
5041,11,WOODLAWN AVE NE BETWEEN 5TH AVE NE AND NE RAVENNA EB BV,4.5,0.5
5042,11,WOODLAWN AVE NE BETWEEN NE 71ST ST AND NE 72ND ST,7.5,0.75
5043,11,WOODLAWN AVE NE BETWEEN NE 72ND ST AND NE 73RD ST,14.4,0.9166666666666666
5044,11,WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST,8.8,0.7841269841269842
5045,11,YALE AVE BETWEEN HOWELL ST AND STEWART ST,16.8,0.9714285714285713
5046,11,YALE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,12.0,0.8800000000000001
5047,11,YALE AVE N BETWEEN JOHN ST AND THOMAS ST,20.6,0.7665247678018575
5048,11,YALE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,26.0,1.0
5049,11,YALE AVE N BETWEEN STEWART ST AND JOHN ST,16.6,0.6967032967032967
5050,11,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,28.75,0.8173076923076923
5051,11,YALE AVE N BETWEEN VALLEY ST AND ALOHA ST,17.5,1.0
5052,11,YESLER WAY BETWEEN 2ND AVE AND 3RD AVE,8.0,0.8392857142857143
5053,11,YESLER WAY BETWEEN 3RD AVE AND TERRACE ST,7.5,0.5416666666666667
5054,11,YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,8.571428571428571,0.6581632653061226
5055,11,YESLER WAY BETWEEN OCCIDENTAL AVE S AND 2ND AVE,5.571428571428571,0.7523809523809524
5056,11,YESLER WAY BETWEEN POST AVE AND 1ST AVE,5.714285714285714,0.9428571428571428
5057,11,YESLER WAY BETWEEN WESTERN AVE AND POST AVE,6.0,0.8690476190476192
5058,12,10TH AVE BETWEEN E MADISON ST AND E SENECA ST,6.25,0.95
5059,12,10TH AVE BETWEEN E PIKE ST AND E PINE ST,46.8,0.9298717948717948
5060,12,10TH AVE BETWEEN E SENECA ST AND E UNION ST,27.333333333333332,0.8341307814992026
5061,12,10TH AVE BETWEEN E UNION ST AND E PIKE ST,16.0,0.85
5062,12,10TH AVE E BETWEEN E DENNY WAY AND E JOHN ST,28.5,1.0
5063,12,10TH AVE E BETWEEN E HARRISON ST AND E REPUBLICAN ST,21.0,0.90625
5064,12,10TH AVE E BETWEEN E JOHN ST AND E THOMAS E ST,21.0,0.9642857142857143
5065,12,10TH AVE E BETWEEN E MERCER ST AND E ROY E ST,12.0,1.0
5066,12,10TH AVE E BETWEEN E REPUBLICAN ST AND E MERCER ST,35.0,0.81
5067,12,10TH AVE E BETWEEN E THOMAS W ST AND E HARRISON ST,13.5,1.0
5068,12,10TH AVE S BETWEEN S JACKSON ST AND S KING ST,7.0,1.0
5069,12,10TH AVE S BETWEEN S KING ST AND S WELLER ST,13.0,1.0
5070,12,11TH AVE BETWEEN E HOWELL ST AND E DENNY WAY,34.8,0.29655172413793107
5071,12,11TH AVE BETWEEN E MADISON ST AND E UNION ST,11.0,0.9285714285714286
5072,12,11TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,38.75,0.3306451612903226
5073,12,11TH AVE BETWEEN E PIKE ST AND E PINE ST,32.0,0.7984119782214155
5074,12,11TH AVE BETWEEN E PINE ST AND E OLIVE ST,37.0,0.8089080459770116
5075,12,11TH AVE BETWEEN E UNION ST AND E PIKE ST,5.75,0.85
5076,12,11TH AVE NE BETWEEN DEAD END 1 AND NE 41ST ST,7.5,0.7
5077,12,11TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,12.4,0.9142857142857143
5078,12,11TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,26.6,0.7530748450659462
5079,12,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,32.5,0.5384615384615384
5080,12,12TH AVE BETWEEN E BARCLAY CT AND E JAMES CT,12.6,0.7066666666666668
5081,12,12TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,15.6,0.9384615384615385
5082,12,12TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,18.0,0.9333333333333333
5083,12,12TH AVE BETWEEN E HOWELL ST AND E DENNY WAY,34.0,0.575
5084,12,12TH AVE BETWEEN E JAMES CT AND E CHERRY ST,4.8,0.7
5085,12,12TH AVE BETWEEN E JEFFERSON ST AND E BARCLAY CT,9.0,0.46785714285714286
5086,12,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,21.5,0.9436274509803921
5087,12,12TH AVE BETWEEN E MARION ST AND E SPRING ST,18.8,0.8429308565531477
5088,12,12TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,15.5,1.0
5089,12,12TH AVE BETWEEN E PIKE ST AND E PINE ST,6.5,0.9464285714285714
5090,12,12TH AVE BETWEEN E PINE ST AND E OLIVE ST,18.75,0.9078947368421053
5091,12,12TH AVE BETWEEN E SPRING ST AND E MADISON ST,8.2,0.7952380952380952
5092,12,12TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,33.4,0.8024400330851943
5093,12,12TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,25.0,0.2590175438596491
5094,12,12TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,20.4,0.7411764705882352
5095,12,12TH AVE NE BETWEEN NE 64TH ST AND NE 65TH ST,13.4,0.5787878787878789
5096,12,12TH AVE NE BETWEEN NE 65TH ST AND NE 66TH ST,3.0,0.3333333333333333
5097,12,12TH AVE NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,6.0,1.0
5098,12,12TH AVE S BETWEEN S KING ST AND S WELLER ST,10.0,0.4
5099,12,13TH AVE BETWEEN E BARCLAY CT AND E JAMES CT,16.0,0.8125
5100,12,13TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,26.0,0.9615384615384616
5101,12,13TH AVE BETWEEN E JAMES CT AND E CHERRY ST,16.0,0.9375
5102,12,13TH AVE BETWEEN E JEFFERSON ST AND E BARCLAY CT,15.0,0.7333333333333333
5103,12,13TH AVE BETWEEN E MADISON ST AND E PIKE ST,7.75,0.7291666666666666
5104,12,13TH AVE BETWEEN E PIKE ST AND E PINE ST,15.333333333333334,0.8222222222222223
5105,12,14TH AVE BETWEEN E PIKE ST AND E PINE ST,19.75,0.8375
5106,12,14TH AVE BETWEEN E UNION ST AND E MADISON ST,12.0,0.3
5107,12,15TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,43.5,0.9655172413793104
5108,12,15TH AVE BETWEEN E MADISON ST AND E PINE ST,6.5,0.5
5109,12,15TH AVE E BETWEEN E DENNY WAY AND E JOHN SR ST,18.0,0.9444444444444444
5110,12,15TH AVE E BETWEEN E HARRISON N ST AND E REPUBLICAN S ST,13.0,1.0
5111,12,15TH AVE E BETWEEN E REPUBLICAN N ST AND E MERCER S ST,15.0,1.0
5112,12,15TH AVE E BETWEEN E THOMAS N ST AND E HARRISON S ST,16.0,0.6875
5113,12,15TH AVE E BETWEEN E THOMAS S ST AND E THOMAS N ST,5.0,1.0
5114,12,15TH AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,6.25,0.9
5115,12,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,7.5,0.9583333333333334
5116,12,15TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,30.0,0.8958333333333334
5117,12,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,31.75,0.7857142857142857
5118,12,15TH AVE NE BETWEEN NE BOAT W ST AND NE PACIFIC ST,9.0,1.0
5119,12,16TH AVE BETWEEN E ALDER W ST AND E JEFFERSON ST,58.5,0.858974358974359
5120,12,16TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,37.5,0.6000000000000001
5121,12,16TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,14.0,0.9722222222222222
5122,12,17TH AVE BETWEEN E ALDER ST AND E JEFFERSON ST,27.0,0.8611111111111112
5123,12,17TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,24.0,0.8125
5124,12,17TH AVE NW BETWEEN NW 53RD ST AND BARNES AVE NW,2.0,1.0
5125,12,17TH AVE NW BETWEEN NW 54TH ST AND NW MARKET ST,22.0,0.7735294117647059
5126,12,17TH AVE NW BETWEEN NW IONE PL AND NW 53RD ST,12.0,1.0
5127,12,18TH AVE BETWEEN E ALDER ST AND E JEFFERSON ST,33.0,0.8636363636363636
5128,12,18TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,18.0,1.0
5129,12,18TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,21.2,0.8666666666666666
5130,12,19TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,39.0,0.75
5131,12,1ST AVE BETWEEN BATTERY ST AND WALL ST,13.2,0.8181818181818181
5132,12,1ST AVE BETWEEN BELL ST AND BATTERY ST,29.75,0.90625
5133,12,1ST AVE BETWEEN BLANCHARD ST AND BELL ST,20.8,0.7538461538461538
5134,12,1ST AVE BETWEEN BROAD ST AND EAGLE ST,21.25,0.5
5135,12,1ST AVE BETWEEN CEDAR ST AND CLAY ST,11.8,0.840909090909091
5136,12,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,16.166666666666668,0.7463369963369964
5137,12,1ST AVE BETWEEN CLAY ST AND BROAD ST,19.2,0.6125
5138,12,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,11.0,0.72
5139,12,1ST AVE BETWEEN EAGLE ST AND WARREN PL,1.0,0.0
5140,12,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,14.8,0.7411764705882353
5141,12,1ST AVE BETWEEN MADISON ST AND SPRING ST,10.833333333333334,0.7500000000000001
5142,12,1ST AVE BETWEEN PIKE ST AND PINE ST,6.4,1.0
5143,12,1ST AVE BETWEEN PINE ST AND STEWART ST,4.8,0.7
5144,12,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,14.0,1.0
5145,12,1ST AVE BETWEEN SPRING ST AND SENECA ST,7.8,0.7944444444444445
5146,12,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,20.25,0.7023809523809523
5147,12,1ST AVE BETWEEN UNION ST AND PIKE ST,18.0,0.8266666666666668
5148,12,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,4.0,0.9375
5149,12,1ST AVE BETWEEN VINE ST AND CEDAR ST,13.0,0.8095959595959596
5150,12,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,13.0,1.0
5151,12,1ST AVE BETWEEN WALL ST AND VINE ST,13.2,0.8545454545454545
5152,12,1ST AVE BETWEEN WARREN PL AND BAY ST,18.5,0.5635416666666666
5153,12,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,8.166666666666666,0.5238095238095238
5154,12,1ST AVE N BETWEEN DENNY WAY AND JOHN ST,15.666666666666666,0.7376068376068377
5155,12,1ST AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,3.5,0.7777777777777777
5156,12,1ST AVE N BETWEEN JOHN ST AND THOMAS ST,21.333333333333332,0.7077972709551656
5157,12,1ST AVE N BETWEEN MERCER ST AND ROY ST,8.166666666666666,0.38095238095238093
5158,12,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,32.666666666666664,0.7678571428571429
5159,12,1ST AVE N BETWEEN THOMAS ST AND HARRISON ST,13.2,0.6285714285714286
5160,12,1ST AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,14.0,1.0
5161,12,1ST AVE S BETWEEN RAILROAD S WAY S AND S ROYAL BROUGHAM WAY,29.833333333333332,0.7916049382716049
5162,12,1ST AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,16.0,1.0
5163,12,1ST AVE S BETWEEN S FOREST ST AND S HANFORD ST,42.0,0.5238095238095238
5164,12,1ST AVE S BETWEEN S HANFORD ST AND S HORTON ST,24.0,0.875
5165,12,1ST AVE S BETWEEN S HOLGATE ST AND S WALKER ST,33.0,0.7575757575757576
5166,12,1ST AVE S BETWEEN S JACKSON ST AND S KING ST,19.333333333333332,0.7777777777777778
5167,12,1ST AVE S BETWEEN S KING ST AND RAILROAD N WAY S,43.42857142857143,0.8421052631578947
5168,12,1ST AVE S BETWEEN S LANDER ST AND S FOREST ST,25.0,0.92
5169,12,1ST AVE S BETWEEN S MAIN ST AND S JACKSON ST,16.333333333333332,0.8690476190476191
5170,12,1ST AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,45.0,0.8
5171,12,1ST AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,3.75,0.3333333333333333
