Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code
ELEC,Valley Supply - Silverdale,"5455 NW Newberry Hill Rd., #201",,Silverdale,WA,98383,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6356394,-122.7238278,2018/10/31,58378,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Valley Supply - Puyallup,516 Valley Avenue NE,,Puyallup,WA,98372,,800-663-5633,E,,Public,MO: 07:00am-04:00pm; TU: 07:00am-04:00pm; WE: 07:00am-04:00pm; TH: 07:00am-04:00pm; FR: 07:00am-04:00pm; SA: Closed; SU: Closed,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.204923,-122.288245,2018/10/31,58382,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Campbell's Lake Chelan Resort,104 W Woodin Ave,,Chelan,WA,98816,,800-553-8225,E,,Public,24 hours daily,,,,,10,,,,,,200-9,47.8399,-120.0199,2018/6/5,60002,2018-06-05 19:29:00 UTC,P,,,2013/10/4,,,,,NEMA520,US,,,,Public,,public,,
ELEC,Campbell's Lake Chelan Resort,104 W Woodin Ave,,Chelan,WA,98816,,800-553-8225,E,,Public,24 hours daily,,,,,,1,,,,,200-9,47.8399,-120.0199,2018/6/5,60003,2018-06-05 19:29:00 UTC,P,,,2013/10/4,,,,,J1772,US,,,,Public,,public,,
ELEC,Pine Near RV Park,316 Castle Ave,,Winthrop,WA,98862,,509-341-4062,E,,Public,24 hours daily,,,,,,1,,,,,200-8,48.476543,-120.180796,2018/6/5,60004,2018-06-05 19:29:00 UTC,P,,,2013/9/23,,,,,J1772,US,,,,Public,,public,,
ELEC,Omak Inn,912 Koala Dr,,Omak,WA,98841,,800-204-4800,E,,Public,24 hours daily,,,,,,1,,,,,200-9,48.421691,-119.504089,2018/6/5,60005,2018-06-05 19:29:00 UTC,P,,,2013/10/4,,,,,J1772,US,,,,Public,,public,,
ELEC,59er Diner,15361 US 2,,Leavenworth,WA,98826,,509-763-2267,E,,Public,24 hours daily,,,,,,1,,,,,200-9,47.758434,-120.742416,2018/6/5,60006,2018-06-05 19:29:00 UTC,P,,,2014/1/15,,,,,J1772,US,,,,Public,,public,,
ELEC,Pateros Lakeshore Inn,312 Lakeshore Dr,,Pateros,WA,98846,,877-923-9555,E,,Public,24 hours daily,,,,,,1,,,,,GPS,48.051825,-119.901506,2018/6/5,60007,2018-06-05 19:29:00 UTC,P,,,2013/12/28,,,,,J1772,US,,,,Public,,public,,
ELEC,Swedish Medical Center Issaquah Campus,751 N.E. Blakely Drive,,Issaquah,WA,98027,,800-663-5633,E,,Public - Card key at all times,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,4,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.536237,-122.0220539,2018/10/31,60019,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Birkenstock,17506 NE Delfel Ct,Exit I-5 at 179th St,Ridgefield,WA,98642,,360-574-4332,E,,Public - Call ahead,Store business hours; free with purchase,,,,,,1,,,,,GPS,45.748069,-122.662816,2018/6/5,60229,2018-06-05 19:29:00 UTC,P,,,2014/1/1,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,PARKMETRO1,11101 NE 12th St,PARK METRO #1; The Park Metro at the base of the entry ramp,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6207931,-122.1924689,2018/10/31,60241,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,VALLEY MED CTR,4109-4251 Talbot Rd S,"MAIN LOT #7; -
MAIN LOT #8; -",Renton,WA,98055,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.440847,-122.213095,2018/10/31,60331,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BELLEFIELD,1300 114th Ave SE,"MADRONA 1
MADRONA 2
RAPID CHARGER; -",Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,4,1,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.597293,-122.188069,2018/10/31,60412,2018-10-31 09:03:42 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public,,public,,
ELEC,OLY CITY HALL,900 Plum St SE,L CREIGHTON JC,Olympia,WA,98501,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.0408639,-122.8915832,2018/10/31,60463,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,URBAN WATERS,303 E D St,"URBAN WATERS #3; Across D Street from Urban Waters
URBAN WATERS #4; Across D Street from Urban Waters
URBAN WATERS #5; Across D Street from Urban Waterse",Tacoma,WA,98421,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.259929,-122.43388,2018/10/31,60639,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Haselwood Chevrolet Buick GMC,501 W Hills Blvd,,Bremerton,WA,98312,,360-479-4910,E,,Public,Dealership business hours; for Chevrolet vehicles only,,,,,,1,,,,,200-9,47.557801,-122.675335,2018/6/5,60718,2018-06-05 19:29:00 UTC,P,,,2014/1/1,,,,,J1772,US,,,,Public,,public,,
ELEC,Level A,"999 Third Avenue, Level A",,Seattle,WA,98104,,800-663-5633,E,,Public,MO: 06:00am-08:00pm; TU: 06:00am-08:00pm; WE: 06:00am-08:00pm; TH: 06:00am-08:00pm; FR: 06:00am-08:00pm; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6048564,-122.3338286,2018/10/31,60733,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Sinkiuse Square,306 Ash Street,,Moses Lake,WA,98837,,800-663-5633,E,,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.1293765,-119.2791367,2018/10/31,60802,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Lakeside 24 Hour Fuel,16835 Lewis River Rd,,Cougar,WA,98616,,360-238-5202,E,,Public,6am-9pm daily (summer); 6am-6pm daily (winter),,,,,,1,,,,,200-9,46.051228,-122.301754,2017/6/2,60814,2018-10-26 19:16:33 UTC,P,,,2014/3/6,,,,,J1772,US,,,,Public,,public,,
ELEC,1111 THIRD AVE,1111 3rd Ave,SENECA GARAGE 1; Located in the parking garage on Level A near Spring Street entrance,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6067371,-122.3355595,2018/10/31,60920,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,AWNISSAN,3608 NE Auto Mall Dr,QUICK CHARGER 1; This Station Requires a Chargepoint Membership To Use - Cards Available From Dealer,Vancouver,WA,98662,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.648181,-122.59837,2018/10/31,61030,2018-10-31 09:03:42 UTC,,,,,,,,,CHADEMO,US,,,,Public,,public,,
ELEC,Monte Villa,3830 Monte Villa Parkway,,Bothell,WA,98021,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.776781,-122.181535,2018/10/31,61059,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Willows A,11431 Willows Road,,Redmond,WA,98052,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.7034052,-122.1537852,2018/10/31,61060,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,MI SCHOOLS,4120 86th Ave NE,BOYS&GIRLS CLUB; -,Mercer Island,WA,98040,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.5724234,-122.2232618,2018/10/31,61426,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CFC Cordata,315 Westerly Road,,Bellingham,WA,98226,,800-663-5633,E,,Public,MO: 07:00am-10:00pm; TU: 07:00am-10:00pm; WE: 07:00am-10:00pm; TH: 07:00am-10:00pm; FR: 07:00am-10:00pm; SA: 07:00am-10:00pm; SU: 07:00am-10:00pm,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,48.791487,-122.4923624,2018/10/31,61453,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,LOTTCLEANWATER,500 Adams St NE,"LOTT ALLIANCE 1; $1 per hour, 3 hour limit",Olympia,WA,98501,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.0479529,-122.8986776,2018/10/31,61562,2018-10-31 09:03:42 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,MI SCHOOLS,4160 86th Ave SE,ADMIN BUILDING; Back Parking Lot,Mercer Island,WA,98040,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.5712431,-122.2231555,2018/10/31,61580,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,SCH,4800 Sand Point Way NE Seattle WA 98105,"CHILDREN'S #1; Oceans Garage Level 6
CHILDREN'S #2; Oceans Lot Level 6",Seattle,WA,98105,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,47.664356,-122.283034,2018/10/31,61863,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Kitsap Transit - Harborside Parking Garage,60 Washington Ave,,Bremerton,WA,98337,,855-885-9571,E,,Public,Garage business hours,,,,,2,2,,,OpConnect,http://www.opconnect.com/,200-8,47.563713,-122.625418,2018/3/8,61877,2018-03-08 17:27:07 UTC,P,,,2013/12/31,,,,,J1772 NEMA520,US,,,,Public,,public,,
ELEC,BMW TRI-CITIES,1201-1299 Aaron Dr,STATION 01,Richland,WA,99352,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.2601764,-119.2808141,2018/10/31,61930,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,BARKLEY VILLAGE,Cornerstone Ln,CORNERSTONE 1; Just East of Newmarket street,Bellingham,WA,98226,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.7722958,-122.4432648,2018/10/31,62125,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,KING COUNTY DOT,7277 Perimeter Road King County Airport Acrd,KC AIRPORT 1; -,Seattle,WA,98108,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.5368996,-122.3034973,2018/10/31,62210,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Padilla Bay Reserve,10441 Bayview-Edison Road,,Mount Vernon,WA,98273,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,48.4942876,-122.4808798,2018/10/31,62242,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Semiahmoo Resort,9565 Semiahmoo Pkwy,Located by the tennis courts,Blaine,WA,98230,,360-318-2000,E,,Public,24 hours daily; for guest use only,,,,,,1,,,,,200-9,48.990492,-122.774463,2017/6/2,62286,2018-10-26 19:18:06 UTC,P,,,2014/4/1,,,,,J1772,US,,,,Public,,public,,
ELEC,Pybus Public Market,7 N Worthen St,,Wenatchee,WA,98801,,509-888-3900,E,,Public,24 hours daily,,,,,,1,,,,,200-9,47.425375,-120.307608,2018/6/5,62516,2018-06-05 19:29:00 UTC,P,,,2014/7/7,,,,,J1772,US,,,,Public,,public,,
ELEC,UDR,10710 NE 10th St,"ASHTON BELL #1; Spaces 112 &amp; 113
ASHTON BELL #2; Spaces 114 &amp; 115
TEN20 #2; Spaces 121 & 122",Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.619749,-122.196969,2018/10/31,62654,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Best Western Plus - Heritage Inn,151 E McLeod Rd,Located at Telegraph Road and East McLeod Road,Bellingham,WA,98226,,360-647-1912,E,,Public,24 hours daily; for guest use only,,,,,,1,,,,,GPS,48.783251,-122.483918,2017/6/2,62692,2018-10-26 19:53:03 UTC,P,,,2014/3/21,,,,,J1772,US,,,,Public,,public,,
ELEC,UDR,10710 Northeast 10th Street,TEN20 #1; Spaces 125 & 126,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6198403,-122.1960298,2018/10/31,62728,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,AMLI SLU,1250-1282 Republican St,AMLI SLU #1,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.62313,-122.3314419,2018/10/31,62796,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,City of Chelan,137 E Johnson Ave,,Chelan,WA,98816,,509-682-8019,E,,Public,24 hours daily,,,,,,2,,,,,200-8,47.840838,-120.018402,2018/6/5,62973,2018-06-05 19:29:00 UTC,LG,,,2014/8/18,,,,,J1772,US,,,,Public,,public,,
ELEC,LCC,1810 Maple Street,LCC H&S #1; South Side of The Health &amp; Science Building,Longview,WA,98632,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.1419219,-122.9401915,2018/10/31,63088,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Railroad Avenue South Lot,1100 Railroad Avenue,,Bellingham,WA,98225,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,48.7470747,-122.4807487,2018/10/31,63104,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,UWMC,3100 Northup Way,UWMC #1; Inside Parking Garage on Right,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6382693,-122.1912938,2018/10/31,63110,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,MI SCHOOLS,8932-8998 SE 42nd St,MERCER HIGH #1; -,Mercer Island,WA,98040,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.5713056,-122.2188866,2018/10/31,63198,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,REO,1525 14th Ave,FAST CHARGER; 14th Ave mid-block between Pike & Pine. Enter driveway charger is around to the left,Seattle,WA,98122,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614911,-122.3144085,2018/10/31,63307,2018-10-31 09:03:42 UTC,,,,,,,,,CHADEMO,US,,,,Public,,public,,
ELEC,UWMC 4245,4245 Roosevelt Ave NE,UWMC 4245 #1; Northwest corner of parking garage,Seattle,WA,98105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6589611,-122.3185003,2018/10/31,63313,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,UWMC 4225,4225 Roosevelt Way NE,UWMC 4225 #1; Northwest corner of Pprking garage,Seattle,WA,98105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6584089,-122.3183925,2018/10/31,63338,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Esplanade Street Parking,220 N Oak St,,Port Angeles,WA,98362,,360-457-0411,E,,Public,24 hours daily,,,,,1,1,,,,,200-8,48.120933,-123.434437,2018/6/5,63424,2018-06-05 19:29:00 UTC,LG,,,2014/2/1,,,,,J1772 NEMA1450,US,,,,Public,,public,,
ELEC,Town Nissan,555 3rd St SE,,East Wenatchee,WA,98802,,509-662-5125,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-9,47.400783,-120.279071,2018/7/9,63444,2018-07-09 12:13:28 UTC,P,,,2010/12/17,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,KING COUNTY DOT,S Kirkland P&R,"SK P&R #1; -
SK P&R #2; -
SK P&R #3; -
SK P&R #4; -
SK P&R #5; -",Kirkland,WA,98033,,888-758-4389,E,,Public,24 hours daily,,,,,,5,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6438367,-122.196738,2018/10/31,63549,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,MAIN HOSPITAL,11300-11398 128th Ave NE,SILVER PARKING; Silver parking P1,Kirkland,WA,98034,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.7160562,-122.1794546,2018/10/31,63780,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,MAIN HOSPITAL,12039 NE 128th St,DEYOUNG1; DeYoung Building on P1 ,Kirkland,WA,98034,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.7144349,-122.1793989,2018/10/31,63781,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,MAIN HOSPITAL,12040 NE 128th St,BLUE PARKING; Blue Parking ground floor,Kirkland,WA,98034,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.714793,-122.1768689,2018/10/31,63782,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Array Apartments,14027 Lake City Way NE,,Seattle,WA,98125,,800-663-5633,E,,Public - Card key at all times,MO: 09:00am-06:00pm; TU: 09:00am-06:00pm; WE: 09:00am-06:00pm; TH: 09:00am-06:00pm; FR: 09:00am-06:00pm; SA: 09:00am-06:00pm; SU: Closed,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.731273,-122.293062,2018/10/31,63828,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,KING COUNTY DOT,15700 Nelson Pl,"TUKWILA STN 2
TUKWILA STN 3
TUKWILA STN 4",Tukwila,WA,98188,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.461596,-122.242491,2018/10/31,63946,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,KING COUNTY DOT,Longacres Way,TUKWILA STN 1,Tukwila,WA,98188,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.4611115,-122.242316,2018/10/31,63947,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CHARGEPOINT,1400 NW 56th St,"BALLARD MARKET; Located on the south side of the store, on 56th street",Seattle,WA,98107,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6695961,-122.3744615,2018/10/31,64095,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Leskovar Mitsubishi,3020 W Clearwater Ave,Located by the sales and service departments,Kennewick,WA,99336,,509-783-6141,E,,Public - Call ahead,Dealership business hours; for customer use only,,,,,,2,,,,,200-9,46.213233,-119.162367,2018/6/5,64135,2018-06-05 19:29:00 UTC,P,,,2014/3/1,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,BMW SEATTLE,601-699 S Plummer St,BMW SALES; WELCOME TO BMW SEATTLE. USAGE IS FOR BMW SEATTLE CLIENTS ONLY LOCATED IN THE SALES PARKING AREA AVAIL FROM 8AM TO 5PM MONDAY THROUGH SATURDAY,Seattle,WA,98134,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.5940418,-122.3239773,2018/10/31,64185,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,HARBOUR POINT,11700 Mukilteo Speedway,HBP STATION A; Located on pad A where Emerald City Smoothie is located,Mukilteo,WA,98275,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.890423,-122.286971,2018/10/31,64475,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Mellisoni Vineyard,3155 US 97A,,Chelan,WA,98816,,509-293-1891,E,,Public,24 hours daily,,,,,,1,,,,,GPS,47.83522282,-120.0689834,2018/6/5,64500,2018-06-05 19:29:00 UTC,P,,,2014/11/29,,,,,J1772,US,,,,Public,,public,,
ELEC,Highway 2 Brew,215 N Chelan Ave,,Waterville,WA,98858,,509-745-8406,E,,Public,24 hours daily,,,,,,1,,,,,200-9,47.648916,-120.071093,2018/6/5,64501,2018-06-05 19:29:00 UTC,P,,,2014/11/29,,,,,J1772,US,,,,Public,,public,,
ELEC,Market Place Tower,2025 1st Avenue,Parking fee in addition to the charge station fee.  EV Station located on lower level (F).,Seattle,WA,98121,,800-663-5633,E,,Public - Card key at all times,MO: 06:00am-11:00pm; TU: 06:00am-11:00pm; WE: 06:00am-11:00pm; TH: 06:00am-11:00pm; FR: 06:00am-11:00pm; SA: 06:00am-11:00pm; SU: 06:00am-11:00pm,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6114682,-122.3438233,2018/10/31,64528,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,Sound Ford,101 SW Grady Way,,Renton,WA,98057,,877-217-4519,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,47.47015,-122.218765,2017/6/2,64703,2018-10-30 18:32:13 UTC,P,,,2014/12/1,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,OBC,411 108th Ave NE,ONE BELLEVUE,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6141775,-122.1967568,2018/10/31,64939,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Inn At The Market,86 Pine Street,,Seattle,WA,98101,,800-663-5633,E,,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6098122,-122.3413016,2018/10/31,65034,2018-10-31 09:00:13 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,1551 EASTLAKE A,1551 Eastlake Ave E,ARE 1551 #1,Seattle,WA,98102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6337033,-122.3258366,2018/10/31,65035,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,901 FIFTH,901 5th Ave,"F LEVEL; Enter on Madison or Marion, F level of the garage. Note: Garage hours as posted. Four hour max.",Seattle,WA,98164,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.605816,-122.3319745,2018/10/31,65241,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,1616 EASTLAKE,1616 Eastlake Ave E,ARE 1616 #1; Inside the Parking Garage,Seattle,WA,98102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.6344377,-122.3245831,2018/10/31,65267,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,SUQ CLEARWATER,15347 Suquamish Way NE,"CLEARWATER 1; Located In East Parking Garage
CLEARWATER 2; Located In East Parking Garage",Suquamish,WA,98392,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,47.712571,-122.571999,2018/10/31,65345,2018-10-31 09:03:42 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Snoqualmie Casino,37500 SE N Bend,Located in the parking garage on each level of the garage,Issaquah,WA,98065,,425-888-1234,E,,Public,24 hours daily,,,,,,12,,,,,200-9,47.519113,-121.841787,2017/6/2,65414,2018-10-30 18:23:08 UTC,P,,,2015/1/1,,,,,J1772,US,,,,Public,,public,,
