,Hour,Unitdesc,Parking_Spaces,Occupancy
1247,8,VIRGINIA ST BETWEEN BOREN AVE AND MINOR AVE,16.0,0.96875
1248,8,VIRGINIA ST BETWEEN PIKE PL AND POST AL,3.6,0.9333333333333333
1249,8,VIRGINIA ST BETWEEN POST AL AND 1ST AVE,10.8,0.7777777777777778
1250,8,VIRGINIA ST BETWEEN TERRY AVE AND FAIRVIEW AVE,4.8,1.0
1251,8,W HARRISON ST BETWEEN 1ST AVE W AND 2ND AVE W,7.0,1.0
1252,8,W HARRISON ST BETWEEN 2ND AVE W AND 3RD AVE W,15.0,0.7333333333333333
1253,8,W HARRISON ST BETWEEN 3RD AVE W AND 4TH AVE W,16.0,0.7352941176470589
1254,8,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,18.25,0.2539390756302521
1255,8,W JOHN ST BETWEEN 1ST AVE W AND 2ND AVE W,5.5,0.9375
1256,8,W JOHN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,9.0,0.6583333333333333
1257,8,W MERCER ST BETWEEN 1ST AVE W AND 2ND AVE W,20.0,0.22453703703703706
1258,8,W MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,5.0,0.74
1259,8,W REPUBLICAN ST BETWEEN 1ST AVE W AND 2ND AVE W,10.5,0.6481481481481483
1260,8,W REPUBLICAN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,18.666666666666668,0.34375
1261,8,W ROY ST BETWEEN 1ST AVE W AND 2ND AVE W,6.4,0.825
1262,8,W ROY ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,7.2,0.5333333333333333
1263,8,W THOMAS ST BETWEEN 1ST AVE W AND 2ND AVE W,9.0,0.95
1264,8,W THOMAS ST BETWEEN 2ND AVE W AND 3RD AVE W,15.0,0.9722222222222222
1265,8,WALL ST BETWEEN 1ST AVE AND 2ND AVE,18.8,0.4718954248366013
1266,8,WALL ST BETWEEN 2ND AVE AND 3RD AVE,14.666666666666666,0.0909090909090909
1267,8,WALL ST BETWEEN 3RD AVE AND 4TH AVE,12.0,0.0
1268,8,WALL ST BETWEEN 4TH AVE AND 5TH AVE,16.8,0.48571428571428565
1269,8,WALL ST BETWEEN 6TH AVE AND DENNY WAY,2.0,0.25
1270,8,WALL ST BETWEEN ELLIOTT AVE AND WESTERN AVE,10.0,0.44000000000000006
1271,8,WALL ST BETWEEN WESTERN AVE AND 1ST AVE,15.6,0.27692307692307694
1272,8,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,15.0,0.676923076923077
1273,8,WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,31.166666666666668,0.23555555555555555
1274,8,WARREN AVE N BETWEEN MERCER ST AND ROY ST,3.0,0.5277777777777778
1275,8,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,22.666666666666668,0.46930199430199426
1276,8,WARREN PL BETWEEN 1ST AVE AND DENNY WAY,11.25,0.475
1277,8,WESTERN AVE BETWEEN BATTERY ST AND WALL ST,21.6,0.4111111111111111
1278,8,WESTERN AVE BETWEEN BELL ST AND BATTERY ST,10.0,0.1875
1279,8,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,22.5,0.1388888888888889
1280,8,WESTERN AVE BETWEEN CEDAR ST AND CLAY ST,16.2,0.4666666666666666
1281,8,WESTERN AVE BETWEEN CLAY ST AND BROAD ST,12.0,0.2
1282,8,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,14.833333333333334,0.4533799533799534
1283,8,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,30.0,0.4166666666666667
1284,8,WESTERN AVE BETWEEN LENORA ST AND BLANCHARD ST,13.0,0.1074074074074074
1285,8,WESTERN AVE BETWEEN MADISON ST AND SPRING ST,14.333333333333334,0.545940170940171
1286,8,WESTERN AVE BETWEEN MARION ST AND MADISON ST,7.666666666666667,0.736111111111111
1287,8,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,12.833333333333334,0.4583333333333333
1288,8,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,17.5,0.46666666666666673
1289,8,WESTERN AVE BETWEEN UNION ST AND PIKE ST,17.666666666666668,0.6834935897435898
1290,8,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,17.8,0.3622222222222222
1291,8,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,16.4,0.4134453781512605
1292,8,WESTERN AVE BETWEEN VIRGINIA ST AND LENORA ST,11.5,0.40625
1293,8,WESTERN AVE BETWEEN WALL ST AND VINE ST,16.0,0.6809803921568627
1294,8,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,16.5,0.5275735294117646
1295,8,WESTLAKE AVE BETWEEN 6TH AVE AND VIRGINIA ST,16.8,0.7
1296,8,WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE,19.6,0.5874509803921568
1297,8,WESTLAKE AVE BETWEEN 8TH AVE AND BLANCHARD ST,21.0,0.8571428571428572
1298,8,WESTLAKE AVE BETWEEN LENORA ST AND BLANCHARD ST,14.666666666666666,0.886710239651416
1299,8,WESTLAKE AVE N BETWEEN DENNY WAY AND JOHN ST,5.75,0.7875
1300,8,WESTLAKE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,11.2,0.605
1301,8,WESTLAKE AVE N BETWEEN JOHN ST AND THOMAS ST,24.4,0.8293358815097946
1302,8,WESTLAKE AVE N BETWEEN THOMAS ST AND HARRISON ST,13.6,0.7039215686274509
1303,8,WESTLAKE EAST RDWY AVE N BETWEEN ALOHA ST AND WESTLAKE SHORE RDWY AVE N,64.5,0.6745014245014245
1304,8,WESTLAKE EAST RDWY AVE N BETWEEN BLAINE ST AND HOWE ST,43.25,0.5504948268106162
1305,8,WESTLAKE EAST RDWY AVE N BETWEEN COMSTOCK ST AND GALER ST,108.75,0.5216608472672162
1306,8,WESTLAKE EAST RDWY AVE N BETWEEN CROCKETT ST AND MCGRAW ST,99.75,0.29387230911621154
1307,8,WESTLAKE EAST RDWY AVE N BETWEEN GALER ST AND WESTLAKE SHORE RDWY 1 AVE N,61.5,0.6725288737874551
1308,8,WESTLAKE EAST RDWY AVE N BETWEEN HALLADAY ST AND NEWELL ST,370.0,0.40540540540540543
1309,8,WESTLAKE EAST RDWY AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,61.75,0.763989898989899
1310,8,WESTLAKE EAST RDWY AVE N BETWEEN HOWE ST AND NEWTON ST,106.75,0.3510307019730218
1311,8,WESTLAKE EAST RDWY AVE N BETWEEN MCGRAW ST AND HALLADAY ST,255.0,0.7092025206431987
1312,8,WESTLAKE EAST RDWY AVE N BETWEEN NEWELL ST AND SHIP CANAL TRL,136.0,0.29411764705882354
1313,8,WESTLAKE EAST RDWY AVE N BETWEEN NEWTON ST AND WESTLAKE SHORE RDWY 3 AVE N,44.0,0.4588815789473684
1314,8,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 1 AVE N AND WESTLAKE SHORE RDWY 2 AVE N,46.0,0.3235848155767945
1315,8,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 2 AVE N AND BLAINE ST,30.75,0.4074337121212121
1316,8,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY 3 AVE N AND CROCKETT ST,65.75,0.34424603174603174
1317,8,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY AVE N AND HIGHLAND DR,84.0,0.48682598039215685
1318,8,WESTLAKE SHORE RDWY AVE N BETWEEN BLAINE ST AND HOWE ST,10.5,0.3571428571428571
1319,8,WESTLAKE SHORE RDWY AVE N BETWEEN CROCKETT ST AND DEAD END,25.5,0.4411764705882353
1320,8,WESTLAKE SHORE RDWY AVE N BETWEEN HOWE ST AND NEWTON ST,19.5,0.5
1321,8,WESTLAKE SHORE RDWY AVE N BETWEEN NEWTON ST AND WESTLAKE EAST RDWY AVE N,10.5,0.5714285714285714
1322,8,WOODLAWN AVE NE BETWEEN 2ND S AVE NE AND 4TH S AVE NE,12.666666666666666,0.8472222222222222
1323,8,WOODLAWN AVE NE BETWEEN 4TH S AVE NE AND 5TH AVE NE,18.0,0.7083333333333333
1324,8,WOODLAWN AVE NE BETWEEN 5TH AVE NE AND NE RAVENNA EB BV,4.5,0.5
1325,8,WOODLAWN AVE NE BETWEEN NE 71ST ST AND NE 72ND ST,7.5,0.7083333333333334
1326,8,WOODLAWN AVE NE BETWEEN NE 72ND ST AND NE 73RD ST,14.4,0.5333333333333334
1327,8,WOODLAWN AVE NE BETWEEN NE RAVENNA WB BV AND NE 71ST ST,8.8,0.4825396825396826
1328,8,YALE AVE BETWEEN HOWELL ST AND STEWART ST,16.8,0.8857142857142858
1329,8,YALE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,12.0,0.58
1330,8,YALE AVE N BETWEEN JOHN ST AND THOMAS ST,20.6,0.619311145510836
1331,8,YALE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,26.0,0.7000000000000001
1332,8,YALE AVE N BETWEEN STEWART ST AND JOHN ST,16.6,0.4384615384615384
1333,8,YALE AVE N BETWEEN THOMAS ST AND HARRISON ST,28.75,0.7141608391608393
1334,8,YALE AVE N BETWEEN VALLEY ST AND ALOHA ST,17.5,0.9642857142857144
1335,8,YESLER WAY BETWEEN 2ND AVE AND 3RD AVE,8.0,0.6428571428571429
1336,8,YESLER WAY BETWEEN 3RD AVE AND TERRACE ST,7.5,0.41666666666666663
1337,8,YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,6.857142857142857,0.5108843537414965
1338,8,YESLER WAY BETWEEN OCCIDENTAL AVE S AND 2ND AVE,4.714285714285714,0.35714285714285715
1339,8,YESLER WAY BETWEEN POST AVE AND 1ST AVE,5.714285714285714,0.5142857142857143
1340,8,YESLER WAY BETWEEN WESTERN AVE AND POST AVE,6.0,0.5595238095238095
1341,9,10TH AVE BETWEEN E MADISON ST AND E SENECA ST,6.25,0.5
1342,9,10TH AVE BETWEEN E PIKE ST AND E PINE ST,46.8,0.6267032967032967
1343,9,10TH AVE BETWEEN E SENECA ST AND E UNION ST,27.333333333333332,0.47288676236044663
1344,9,10TH AVE BETWEEN E UNION ST AND E PIKE ST,16.0,0.8166666666666667
1345,9,10TH AVE E BETWEEN E DENNY WAY AND E JOHN ST,28.5,1.0
1346,9,10TH AVE E BETWEEN E HARRISON ST AND E REPUBLICAN ST,21.0,1.0
1347,9,10TH AVE E BETWEEN E JOHN ST AND E THOMAS E ST,21.0,0.9642857142857143
1348,9,10TH AVE E BETWEEN E MERCER ST AND E ROY E ST,12.0,0.9259259259259259
1349,9,10TH AVE E BETWEEN E REPUBLICAN ST AND E MERCER ST,35.0,0.7949999999999999
1350,9,10TH AVE E BETWEEN E THOMAS W ST AND E HARRISON ST,13.5,1.0
1351,9,10TH AVE S BETWEEN S JACKSON ST AND S KING ST,7.0,0.7857142857142857
1352,9,10TH AVE S BETWEEN S KING ST AND S WELLER ST,13.0,0.5769230769230769
1353,9,11TH AVE BETWEEN E HOWELL ST AND E DENNY WAY,34.8,0.19310344827586207
1354,9,11TH AVE BETWEEN E MADISON ST AND E UNION ST,11.0,0.5357142857142858
1355,9,11TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,38.75,0.3467741935483871
1356,9,11TH AVE BETWEEN E PIKE ST AND E PINE ST,32.0,0.36926295624117766
1357,9,11TH AVE BETWEEN E PINE ST AND E OLIVE ST,37.0,0.5526819923371648
1358,9,11TH AVE BETWEEN E UNION ST AND E PIKE ST,5.75,0.8
1359,9,11TH AVE NE BETWEEN DEAD END 1 AND NE 41ST ST,7.5,0.75
1360,9,11TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,12.4,1.0
1361,9,11TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,26.6,0.7737645002383602
1362,9,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,32.5,0.5480769230769231
1363,9,12TH AVE BETWEEN E BARCLAY CT AND E JAMES CT,12.6,0.2148484848484849
1364,9,12TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,15.6,0.676923076923077
1365,9,12TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,18.0,0.7866666666666667
1366,9,12TH AVE BETWEEN E HOWELL ST AND E DENNY WAY,34.0,0.4916666666666667
1367,9,12TH AVE BETWEEN E JAMES CT AND E CHERRY ST,4.8,0.25
1368,9,12TH AVE BETWEEN E JEFFERSON ST AND E BARCLAY CT,9.0,0.1988095238095238
1369,9,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,21.5,0.6968954248366013
1370,9,12TH AVE BETWEEN E MARION ST AND E SPRING ST,18.8,0.6411233073771773
1371,9,12TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,15.5,0.8
1372,9,12TH AVE BETWEEN E PIKE ST AND E PINE ST,6.5,0.9285714285714286
1373,9,12TH AVE BETWEEN E PINE ST AND E OLIVE ST,18.75,0.8421052631578947
1374,9,12TH AVE BETWEEN E SPRING ST AND E MADISON ST,8.2,0.9095238095238095
1375,9,12TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,33.4,0.8178246484698096
1376,9,12TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,25.0,0.2357894736842105
1377,9,12TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,20.4,0.48235294117647054
1378,9,12TH AVE NE BETWEEN NE 64TH ST AND NE 65TH ST,13.4,0.5333333333333334
1379,9,12TH AVE NE BETWEEN NE 65TH ST AND NE 66TH ST,3.0,0.6666666666666666
1380,9,12TH AVE NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,6.0,0.6666666666666667
1381,9,12TH AVE S BETWEEN S KING ST AND S WELLER ST,10.0,0.0
1382,9,13TH AVE BETWEEN E BARCLAY CT AND E JAMES CT,16.0,0.3125
1383,9,13TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,26.0,0.9230769230769231
1384,9,13TH AVE BETWEEN E JAMES CT AND E CHERRY ST,16.0,0.6875
1385,9,13TH AVE BETWEEN E JEFFERSON ST AND E BARCLAY CT,15.0,0.4666666666666667
1386,9,13TH AVE BETWEEN E MADISON ST AND E PIKE ST,7.75,0.6666666666666666
1387,9,13TH AVE BETWEEN E PIKE ST AND E PINE ST,15.333333333333334,0.6388888888888888
1388,9,14TH AVE BETWEEN E PIKE ST AND E PINE ST,19.75,0.55
1389,9,14TH AVE BETWEEN E UNION ST AND E MADISON ST,12.0,0.14444444444444443
1390,9,15TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,43.5,0.9482758620689655
1391,9,15TH AVE BETWEEN E MADISON ST AND E PINE ST,6.5,0.39285714285714285
1392,9,15TH AVE E BETWEEN E DENNY WAY AND E JOHN SR ST,18.0,0.8333333333333334
1393,9,15TH AVE E BETWEEN E HARRISON N ST AND E REPUBLICAN S ST,13.0,0.9230769230769231
1394,9,15TH AVE E BETWEEN E REPUBLICAN N ST AND E MERCER S ST,15.0,0.3333333333333333
1395,9,15TH AVE E BETWEEN E THOMAS N ST AND E HARRISON S ST,16.0,0.6875
1396,9,15TH AVE E BETWEEN E THOMAS S ST AND E THOMAS N ST,5.0,1.0
1397,9,15TH AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,6.25,0.95
1398,9,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,7.5,0.08333333333333333
1399,9,15TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,30.0,0.6145833333333334
1400,9,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,31.75,0.36883116883116884
1401,9,15TH AVE NE BETWEEN NE BOAT W ST AND NE PACIFIC ST,9.0,1.0
1402,9,16TH AVE BETWEEN E ALDER W ST AND E JEFFERSON ST,58.5,0.8461538461538461
1403,9,16TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,37.5,0.64
1404,9,16TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,14.0,1.0
1405,9,17TH AVE BETWEEN E ALDER ST AND E JEFFERSON ST,27.0,0.6388888888888888
1406,9,17TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,24.0,0.8125
1407,9,17TH AVE NW BETWEEN NW 53RD ST AND BARNES AVE NW,2.0,1.0
1408,9,17TH AVE NW BETWEEN NW 54TH ST AND NW MARKET ST,22.0,0.8411764705882353
1409,9,17TH AVE NW BETWEEN NW IONE PL AND NW 53RD ST,12.0,1.0
1410,9,18TH AVE BETWEEN E ALDER ST AND E JEFFERSON ST,33.0,0.9318181818181819
1411,9,18TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,18.0,1.0
1412,9,18TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,21.2,0.9333333333333333
1413,9,19TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,39.0,0.9038461538461539
1414,9,1ST AVE BETWEEN BATTERY ST AND WALL ST,13.2,0.5636363636363636
1415,9,1ST AVE BETWEEN BELL ST AND BATTERY ST,29.75,0.738677536231884
1416,9,1ST AVE BETWEEN BLANCHARD ST AND BELL ST,20.8,0.5076923076923078
1417,9,1ST AVE BETWEEN BROAD ST AND EAGLE ST,21.25,0.11764705882352941
1418,9,1ST AVE BETWEEN CEDAR ST AND CLAY ST,11.8,0.4336363636363636
1419,9,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,16.166666666666668,0.07142857142857141
1420,9,1ST AVE BETWEEN CLAY ST AND BROAD ST,19.2,0.375
1421,9,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,11.0,0.43939393939393945
1422,9,1ST AVE BETWEEN EAGLE ST AND WARREN PL,1.0,0.0
1423,9,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,14.8,0.6505882352941177
1424,9,1ST AVE BETWEEN MADISON ST AND SPRING ST,10.833333333333334,0.26666666666666666
1425,9,1ST AVE BETWEEN PIKE ST AND PINE ST,6.4,0.1
1426,9,1ST AVE BETWEEN PINE ST AND STEWART ST,4.8,0.3
1427,9,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,14.0,0.5144230769230769
1428,9,1ST AVE BETWEEN SPRING ST AND SENECA ST,7.8,0.0
1429,9,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,20.25,0.4444444444444445
1430,9,1ST AVE BETWEEN UNION ST AND PIKE ST,18.0,0.18666666666666668
1431,9,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,4.0,0.3958333333333333
1432,9,1ST AVE BETWEEN VINE ST AND CEDAR ST,13.0,0.5202020202020202
1433,9,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,13.0,0.6923076923076923
1434,9,1ST AVE BETWEEN WALL ST AND VINE ST,13.2,0.5272727272727272
1435,9,1ST AVE BETWEEN WARREN PL AND BAY ST,18.5,0.08645833333333333
1436,9,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,8.166666666666666,0.16666666666666666
1437,9,1ST AVE N BETWEEN DENNY WAY AND JOHN ST,15.666666666666666,0.7393162393162394
1438,9,1ST AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,3.5,0.38888888888888884
1439,9,1ST AVE N BETWEEN JOHN ST AND THOMAS ST,21.333333333333332,0.45194931773879143
1440,9,1ST AVE N BETWEEN MERCER ST AND ROY ST,8.166666666666666,0.26190476190476186
1441,9,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,32.666666666666664,0.43452380952380953
1442,9,1ST AVE N BETWEEN THOMAS ST AND HARRISON ST,13.2,0.5142857142857142
1443,9,1ST AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,14.0,1.0
1444,9,1ST AVE S BETWEEN RAILROAD S WAY S AND S ROYAL BROUGHAM WAY,29.833333333333332,0.4390123456790123
1445,9,1ST AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,16.0,1.0
1446,9,1ST AVE S BETWEEN S FOREST ST AND S HANFORD ST,42.0,0.30952380952380953
1447,9,1ST AVE S BETWEEN S HANFORD ST AND S HORTON ST,24.0,0.3333333333333333
1448,9,1ST AVE S BETWEEN S HOLGATE ST AND S WALKER ST,33.0,0.48484848484848486
1449,9,1ST AVE S BETWEEN S JACKSON ST AND S KING ST,19.333333333333332,0.21990740740740744
1450,9,1ST AVE S BETWEEN S KING ST AND RAILROAD N WAY S,43.42857142857143,0.5714285714285714
1451,9,1ST AVE S BETWEEN S LANDER ST AND S FOREST ST,25.0,0.72
1452,9,1ST AVE S BETWEEN S MAIN ST AND S JACKSON ST,16.333333333333332,0.2976190476190476
1453,9,1ST AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,45.0,0.5333333333333333
1454,9,1ST AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,3.75,0.0
1455,9,1ST AVE S BETWEEN S STACY ST AND S LANDER ST,47.0,0.6595744680851063
1456,9,1ST AVE S BETWEEN S WALKER ST AND S STACY ST,43.0,0.627906976744186
1457,9,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,14.666666666666666,0.26373626373626374
1458,9,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,11.666666666666666,0.22184343434343434
1459,9,1ST AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,13.5,0.8984126984126984
1460,9,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,25.666666666666668,0.7045454545454545
1461,9,1ST AVE W BETWEEN W MERCER ST AND W ROY ST,7.166666666666667,0.6523809523809524
1462,9,1ST AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,17.5,0.4222222222222223
1463,9,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,21.25,0.3611111111111111
1464,9,1ST AVE W BETWEEN WESTERN AVE W AND W JOHN ST,9.0,0.7916666666666666
1465,9,20TH AVE NW BETWEEN BALLARD AVE NW AND LEARY AVE NW,36.5,0.9791666666666667
1466,9,20TH AVE NW BETWEEN LEARY AVE NW AND RUSSELL AVE NW,46.5,0.9545454545454546
1467,9,20TH AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,10.0,0.7
1468,9,20TH AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,8.4,0.3142857142857142
1469,9,20TH AVE NW BETWEEN RUSSELL AVE NW AND NW MARKET ST,11.5,0.6166666666666667
1470,9,20TH AVE NW BETWEEN SHILSHOLE AVE NW AND BALLARD AVE NW,18.0,0.8888888888888888
1471,9,22ND AVE NW BETWEEN BALLARD AVE NW AND NW MARKET ST,18.8,0.24975490196078431
1472,9,22ND AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,10.8,0.65
1473,9,22ND AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,11.0,0.58
1474,9,22ND AVE NW BETWEEN SHILSHOLE AVE NW AND BALLARD AVE NW,22.75,0.2917956656346749
1475,9,24TH AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,10.4,0.2916666666666667
1476,9,24TH AVE NW BETWEEN NW 57TH ST AND NW 58TH ST,22.0,0.6363636363636364
1477,9,24TH AVE NW BETWEEN NW 58TH ST AND NW 59TH ST,26.0,0.6923076923076923
1478,9,24TH AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,10.6,0.4092063492063492
1479,9,27TH AVE NE BETWEEN NE 125TH ST AND NE 127TH ST,46.0,0.5
1480,9,28TH AVE NE BETWEEN NE 125TH ST AND NE 127TH ST,24.0,0.4583333333333333
1481,9,2ND AV ET S BETWEEN S JACKSON ST AND S MAIN ST,6.142857142857143,0.4142857142857143
1482,9,2ND AV ET S BETWEEN S MAIN ST AND S WASHINGTON ST,8.0,0.32653061224489793
1483,9,2ND AV ET S BETWEEN S WASHINGTON ST AND YESLER WAY,12.428571428571429,0.34761904761904766
1484,9,2ND AVE BETWEEN BATTERY ST AND WALL ST,14.4,0.5257142857142857
1485,9,2ND AVE BETWEEN BELL ST AND BATTERY ST,25.75,0.7164031620553359
1486,9,2ND AVE BETWEEN BLANCHARD ST AND BELL ST,11.6,0.7544444444444445
1487,9,2ND AVE BETWEEN BROAD ST AND 2ND WR AVE,19.75,0.5333333333333333
1488,9,2ND AVE BETWEEN CEDAR ST AND CLAY ST,22.5,0.25633484162895925
1489,9,2ND AVE BETWEEN CHERRY ST AND COLUMBIA ST,5.0,0.5333333333333333
1490,9,2ND AVE BETWEEN CLAY ST AND BROAD ST,10.2,0.29714285714285715
1491,9,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,13.8,0.5786879786879786
1492,9,2ND AVE BETWEEN JAMES ST AND CHERRY ST,4.5,0.4285714285714286
1493,9,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,9.6,0.8444444444444444
1494,9,2ND AVE BETWEEN MADISON ST AND SPRING ST,7.2,1.0
1495,9,2ND AVE BETWEEN MARION ST AND MADISON ST,4.2,0.4666666666666666
1496,9,2ND AVE BETWEEN PIKE ST AND PINE ST,14.2,0.49848257006151736
1497,9,2ND AVE BETWEEN PINE ST AND STEWART ST,5.8,0.36666666666666664
1498,9,2ND AVE BETWEEN SENECA ST AND UNIVERSITY ST,16.2,0.4375
1499,9,2ND AVE BETWEEN SPRING ST AND SENECA ST,5.8,0.47777777777777775
1500,9,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,23.75,0.6599264705882353
1501,9,2ND AVE BETWEEN UNION ST AND PIKE ST,5.4,0.28181818181818186
1502,9,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST,9.0,0.0
1503,9,2ND AVE BETWEEN VINE ST AND CEDAR ST,12.4,0.6093506493506494
1504,9,2ND AVE BETWEEN VIRGINIA ST AND LENORA ST,12.75,0.7824675324675325
1505,9,2ND AVE BETWEEN WALL ST AND VINE ST,15.6,0.7921794871794872
1506,9,2ND AVE BETWEEN YESLER WAY AND JAMES ST,5.571428571428571,0.20238095238095236
1507,9,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,18.666666666666668,0.40625
1508,9,2ND AVE N BETWEEN JOHN ST AND THOMAS ST,10.5,0.5185185185185186
1509,9,2ND AVE N BETWEEN MERCER ST AND ROY ST,16.333333333333332,0.4047619047619047
1510,9,2ND AVE NE BETWEEN WOODLAWN S AVE NE AND EAST GREEN LAKE WAY N,22.0,0.7398692810457517
1511,9,2ND AVE S BETWEEN S JACKSON ST AND S KING ST,22.333333333333332,0.8898692810457517
1512,9,2ND AVE S BETWEEN S MAIN ST AND S JACKSON ST,13.428571428571429,0.7897531040388184
1513,9,2ND AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,22.714285714285715,0.7784992784992785
1514,9,2ND AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,29.0,0.9833333333333334
1515,9,2ND AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,21.0,0.9375
1516,9,2ND AVE W BETWEEN W THOMAS ST AND W HARRISON ST,19.5,0.975
1517,9,2ND AVE W BETWEEN WESTERN AVE W AND W THOMAS ST,15.5,0.95
1518,9,30TH AVE NE BETWEEN LAKE CITY N WAY NE AND NE 125TH ST,30.0,0.5333333333333333
1519,9,30TH AVE NE BETWEEN NE 120TH ST AND LAKE CITY S WAY NE,30.0,0.26666666666666666
1520,9,30TH AVE NE BETWEEN NE 125TH ST AND NE 127TH ST,19.0,0.631578947368421
1521,9,31ST AVE NE BETWEEN NE 120TH ST AND NE 123RD ST,17.0,0.8823529411764706
1522,9,31ST AVE NE BETWEEN NE 123RD ST AND LAKE CITY WAY NE,34.0,0.6176470588235294
1523,9,33RD AVE NE BETWEEN NE 125TH ST AND NE 130TH ST,88.0,0.7954545454545454
1524,9,36TH AVE SW BETWEEN SW AVALON WAY AND SW OREGON ST,24.0,0.4166666666666667
